,Tournament,League,Link,DateTime UTC,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Team,ID,Nationality,Country,Birthdate,Region,Short
2534,IWCI 2015,2015 IWCI,Spookz,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2535,IWCI 2015,2015 IWCI,Spookz,2015-04-22 17:00:00,29:42,Hard Random,Chiefs Esports Club,1,0,Hard Random,,,,,,,
2536,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2537,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2538,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2539,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2540,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2541,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2542,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2543,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2544,IWCI 2015,2015 IWCI,Spookz,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2545,IWCI 2015,2015 IWCI,Spookz,2015-04-23 17:00:00,35:05,Bangkok Titans,Chiefs Esports Club,1,0,Bangkok Titans,,,,,,,
2546,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 14:00:00,43:52,Kaos Latin Gamers,Chiefs Esports Club,0,1,Chiefs Esports Club,,,,,,,
2547,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2548,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2549,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2550,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2551,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2552,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2553,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2554,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2555,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2556,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2557,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2558,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2559,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2560,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2561,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2562,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2563,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2564,IWCI 2015,2015 IWCI,Swiffer,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2565,IWCI 2015,2015 IWCI,Swiffer,2015-04-22 17:00:00,29:42,Hard Random,Chiefs Esports Club,1,0,Hard Random,,,,,,,
2566,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2567,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2568,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2569,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2570,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2571,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2572,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2573,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2574,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2575,IWCI 2015,2015 IWCI,Swiffer,2015-04-23 17:00:00,35:05,Bangkok Titans,Chiefs Esports Club,1,0,Bangkok Titans,,,,,,,
2576,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 14:00:00,43:52,Kaos Latin Gamers,Chiefs Esports Club,0,1,Chiefs Esports Club,,,,,,,
2577,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2578,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2579,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2580,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2581,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2582,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2583,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2584,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2585,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 17:00:00,43:21,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2586,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2587,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2588,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2589,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2590,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2591,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2592,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2593,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2594,IWCI 2015,2015 IWCI,Swip3rR,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2595,IWCI 2015,2015 IWCI,Swip3rR,2015-04-22 17:00:00,29:42,Hard Random,Chiefs Esports Club,1,0,Hard Random,,,,,,,
2596,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2597,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2598,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2599,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2600,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2601,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2602,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2603,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2604,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2605,IWCI 2015,2015 IWCI,Swip3rR,2015-04-23 17:00:00,35:05,Bangkok Titans,Chiefs Esports Club,1,0,Bangkok Titans,,,,,,,
2606,IWCI 2015,2015 IWCI,Symphony,2015-04-21 15:00:00,30:17,Hard Random,DetonatioN FocusMe,1,0,Hard Random,,,,,,,
2607,IWCI 2015,2015 IWCI,Symphony,2015-04-21 19:00:00,45:10,Bangkok Titans,Hard Random,1,0,Bangkok Titans,,,,,,,
2608,IWCI 2015,2015 IWCI,Symphony,2015-04-22 14:00:00,38:38,Kaos Latin Gamers,Hard Random,1,0,Kaos Latin Gamers,,,,,,,
2609,IWCI 2015,2015 IWCI,Symphony,2015-04-22 17:00:00,29:42,Hard Random,Chiefs Esports Club,1,0,Hard Random,,,,,,,
2610,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
2611,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
2612,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
2613,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
2614,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
2615,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
2616,IWCI 2015,2015 IWCI,Symphony,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
2617,IWCI 2015,2015 IWCI,Symphony,2015-04-22 21:00:00,37:03,Hard Random,INTZ,1,0,Hard Random,,,,,,,
2618,IWCI 2015,2015 IWCI,Symphony,2015-04-24 14:00:00,38:01,Hard Random,INTZ,0,1,INTZ,,,,,,,
2619,IWCI 2015,2015 IWCI,Symphony,2015-04-24 14:00:00,38:01,Hard Random,INTZ,0,1,INTZ,,,,,,,
2620,IWCI 2015,2015 IWCI,Symphony,2015-04-24 14:00:00,38:01,Hard Random,INTZ,0,1,INTZ,,,,,,,
2621,IWCI 2015,2015 IWCI,Symphony,2015-04-24 14:00:00,38:01,Hard Random,INTZ,0,1,INTZ,,,,,,,
2622,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
2623,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
2624,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
2625,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
2626,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
2627,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
2628,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
2629,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
2630,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
2631,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
2632,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
2633,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
2634,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
2635,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
2636,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
2637,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
2638,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
2639,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
2640,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
2641,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
2642,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
2643,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
2644,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
2645,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
2646,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
2647,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
2648,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
2649,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
2650,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
2651,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
2652,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
2653,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
2654,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
2655,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
2656,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
2657,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
2658,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
2659,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
2660,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
2661,IWCI 2015,2015 IWCI,Symphony,2015-04-24 15:00:00,24:06,INTZ,Hard Random,2,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
2662,IWCI 2015,2015 IWCI,Symphony,2015-04-24 16:00:00,32:03,Hard Random,INTZ,1,2,Hard Random,,,,,,,
2663,IWCI 2015,2015 IWCI,Symphony,2015-04-24 16:00:00,32:03,Hard Random,INTZ,1,2,Hard Random,,,,,,,
2664,IWCI 2015,2015 IWCI,Symphony,2015-04-24 16:00:00,32:03,Hard Random,INTZ,1,2,Hard Random,,,,,,,
2665,IWCI 2015,2015 IWCI,Symphony,2015-04-24 16:00:00,32:03,Hard Random,INTZ,1,2,Hard Random,,,,,,,
2666,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
2667,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
2668,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
2669,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
2670,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
2671,IWCI 2015,2015 IWCI,Symphony,2015-04-24 17:00:00,36:58,INTZ,Hard Random,3,1,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
